SCRIP,NAME,SECTOR
MARKSANS,Marksans Pharma Ltd.,Pharmaceuticals &amp; Drugs
524408,Universal Starch-Chem Allied Ltd.,Consumer Food
AAREYDRUGS,Aarey Drugs &amp; Pharmaceuticals Ltd.,Trading
524414,Norris Medicines Ltd.,Pharmaceuticals &amp; Drugs
524434,Asian Petroproducts &amp; Exports Ltd.,Chemicals
524440,Camex Ltd.,Dyes &amp; Pigments
524444,Evexia Lifecare Ltd.,Trading
524458,Indo Euro Indchem Ltd.,Trading
524470,Syncom Formulations (India) Ltd.,Pharmaceuticals &amp; Drugs
524480,Riddhi Siddhi Gluco Biols Ltd.,Trading
ATVPETRO,SVC Industries Ltd.,Petrochemicals
IPCALAB,Ipca Laboratories Ltd.,Pharmaceuticals &amp; Drugs
KILITCH,Kilitch Drugs (India) Ltd.,Pharmaceuticals &amp; Drugs
524502,Raaj Medisafe India Ltd.,Medical Equipment-Supplies-Accessories
524506,Coral Laboratories Ltd.,Pharmaceuticals &amp; Drugs
524514,Tulasee Bio-Ethanol Ltd.,Chemicals
524516,Bacil Pharma Ltd.,Pharmaceuticals &amp; Drugs
KREBSBIO,Krebs Biochemicals &amp; Industries Ltd.,Pharmaceuticals &amp; Drugs
524520,KMC Speciality Hospitals (India) Ltd.,Hospital &amp; Healthcare Services
524522,Laffans Petrochemicals Ltd.,Trading
524534,Bhaskar Agrochemicals Ltd.,Pesticides &amp; Agrochemicals
524542,Sukhjit Starch &amp; Chemicals Ltd.,Consumer Food
NEULANDLAB,Neuland Laboratories Ltd.,Pharmaceuticals &amp; Drugs
524564,Gayatri Bio Organics Ltd.,Consumer Food
PODDARMENT,Poddar Pigments Ltd.,Dyes &amp; Pigments
524572,Pharmaids Pharmaceuticals Ltd.,Trading
524576,Vivid Global Industries Ltd.,Chemicals
PRIYADYES,Priya Ltd.,Trading
524582,Tirupati Starch &amp; Chemicals Ltd.,Consumer Food
524590,Hemo Organic Ltd.,Pharmaceuticals &amp; Drugs
JDORGOCHEM,JD Orgochem Ltd.,Dyes &amp; Pigments
ASHOKALCO,Ashok Alco-Chem Ltd.,Trading
AKSHARCHEM,Aksharchem (India) Ltd.,Dyes &amp; Pigments
524604,Adline Chem Lab Ltd.,Pharmaceuticals &amp; Drugs
524606,Beryl Drugs Ltd.,Pharmaceuticals &amp; Drugs
524614,IEL Ltd.,Solvent  Extraction
524622,iStreet Network Ltd.,Pharmaceuticals &amp; Drugs
524624,Gagan Gases Ltd.,Industrial  Gases &amp; Fuels
524628,Parker Agrochem Exports Ltd.,Trading
524632,Shukra Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
524634,Alufluoride Ltd.,Chemicals
524636,SS Organics Ltd.,Pharmaceuticals &amp; Drugs
524640,Archit Organosys Ltd.,Chemicals
524642,Sikozy Realtors Ltd.,Construction - Real Estate
524648,Indo Amines Ltd.,Chemicals
INDSWFTLTD,Ind-Swift Ltd.,Pharmaceuticals &amp; Drugs
524654,Natural Capsules Ltd.,Pharmaceuticals &amp; Drugs
524661,Welcure Drugs &amp; Pharmaceuticals Ltd.,Trading
524663,Bharat Immunologicals &amp; Biologicals Corporation Ltd.,Pharmaceuticals &amp; Drugs
SOTL,Savita Oil Technologies Ltd.,Lubricants
HESTERBIO,Hester Biosciences Ltd.,Pharmaceuticals &amp; Drugs
524675,Kabsons Industries Ltd.,Industrial  Gases &amp; Fuels
524687,Basant Agro Tech (India) Ltd.,Fertilizers
PDPL,Parenteral Drugs (India) Ltd.,Pharmaceuticals &amp; Drugs
524703,Sandu Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
NACLIND,NACL Industries Ltd.,Pesticides &amp; Agrochemicals
524711,Vista Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Pharmaceuticals &amp; Drugs
524717,Titan Bio-Tech Ltd.,Chemicals
524727,Span Divergent Ltd.,Chemicals
524731,Jenburkt Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
HIKAL,Hikal Ltd.,Pharmaceuticals &amp; Drugs
CAPLIPOINT,Caplin Point Laboratories Ltd.,Pharmaceuticals &amp; Drugs
524743,Fischer Chemic Ltd.,Chemicals
524748,Link Pharma Chem Ltd.,Pharmaceuticals &amp; Drugs
524752,Decipher Labs Ltd.,Pharmaceuticals &amp; Drugs
524764,Nutraplus India Ltd.,Pharmaceuticals &amp; Drugs
524768,Emmessar Biotech &amp; Nutrition Ltd.,Pharmaceuticals &amp; Drugs
524774,NGL Fine-Chem Ltd.,Pharmaceuticals &amp; Drugs
524790,Everest Organics Ltd.,Pharmaceuticals &amp; Drugs
AUROPHARMA,Aurobindo Pharma Ltd.,Pharmaceuticals &amp; Drugs
524808,Phyto Chem (India) Ltd.,Pesticides &amp; Agrochemicals
NATCOPHARM,Natco Pharma Ltd.,Pharmaceuticals &amp; Drugs
524818,Dynamic Industries Ltd.,Dyes &amp; Pigments
PANAMAPET,Panama Petrochem Ltd.,Lubricants
BALPHARMA,Bal Pharma Ltd.,Pharmaceuticals &amp; Drugs
MBIND,BDH Industries Ltd.,Pharmaceuticals &amp; Drugs
526001,Jauss Polymers Ltd.,Plastic Products
526009,Procal Electronics India Ltd.,Engineering - Industrial Equipments
526025,Globus Power Generation Ltd.,Construction - Real Estate
CUBEXTUB,Cubex Tubings Ltd.,Metal - Non Ferrous
526043,Polymechplast Machines Ltd.,Engineering - Industrial Equipments
526071,Stellant Securities (India) Ltd.,Printing And Publishing
526073,Galaxy Bearings Ltd.,Bearings
526075,Rekvina Laboratories Ltd.,Trading
526081,SC Agrotech Ltd.,Agriculture
SATHAISPAT,Sathavahana Ispat Ltd.,Steel-Sponge Iron-Pig Iron
526095,Ravileela Granites Ltd.,Ceramics-Marble-Granite-Sanitaryware
526113,Uniroyal Marine Exports Ltd.,Consumer Food
526115,Manor Estates &amp; Industries Ltd.,Miscellaneous
526117,Shervani Industrial Syndicate Ltd.,Construction - Real Estate
526125,Arihant Tournesol Ltd.,Solvent  Extraction
526133,Supertex Industries Ltd.,Textile - Manmade  Fibres
SHETRON,Shetron Ltd.,Engineering - Industrial Equipments
526139,Transgene Biotek Ltd.,Hospital &amp; Healthcare Services
MILTONPLAS,MPL Plastics Ltd.,Plastic Products
526159,Nikhil Adhesives Ltd.,Chemicals
526161,Spenta International Ltd.,Textile
526169,Multibase India Ltd.,Petrochemicals
ANDREWYU,Andrew Yule &amp; Company Ltd.,Tea-Coffee
526179,Ludlow Jute &amp; Specialities Ltd.,Textile - Weaving
TATIASKYLN,Ashram Online.Com Ltd.,Hotel
ROYALCUSHN,Royal Cushion Vinyl Products Ltd.,Plastic Products
526195,Neogem India Ltd.,Diamond  &amp;  Jewellery
526211,Suraj Industries Ltd.,Consumer Food
HITECHCORP,Hitech Corporation Ltd.,Plastic Products
526225,Bloom Dekor Ltd.,Wood &amp; Wood Products
FILATEX,Filatex India Ltd.,Textile - Spinning
526231,Standard Surfactants Ltd.,Detergents &amp; Soaps
MERCATOR,Mercator Ltd.,Shipping
526237,Morgan Ventures Ltd.,Finance - NBFC
526241,Amrapali Industries Ltd.,Trading
PREMEXPLN,Premier Explosives Ltd.,Chemicals
526251,Mid East Portfolio Management Ltd.,Finance - Investment
MOLDTECH,Mold-Tek Technologies Ltd.,Engineering
526269,Crestchem Ltd.,Chemicals
MPHASIS,Mphasis Ltd.,IT - Software
526301,Medinova Diagnostic Services Ltd.,Hospital &amp; Healthcare Services
526315,Divyashakti Granites Ltd.,Ceramics-Marble-Granite-Sanitaryware
ORIENTLTD,Orient Press Ltd.,Plastic Products
526335,Shreyas Intermediates Ltd.,Dyes &amp; Pigments
526345,Panjon Ltd.,Pharmaceuticals &amp; Drugs
526355,Duropack Ltd.,Plastic Products
526365,Swarnsarita Jewels India Ltd.,Diamond  &amp;  Jewellery
GANESHHOUC,Ganesh Housing Corporation Ltd.,Construction - Real Estate
NMDC,NMDC Ltd.,Mining &amp; Minerals
526373,Cindrella Hotels Ltd.,Hotel
PATINTLOG,Patel Integrated Logistics Ltd.,Logistics
ALPHAGEO,Alphageo (India) Ltd.,Engineering
526407,Ritesh Properties &amp; Industries Ltd.,Construction - Real Estate
526409,Kkalpana lndustries (India) Ltd.,Plastic Products
526415,OK Play India Ltd.,Plastic Products
KRITI,Kriti Industries (India) Ltd.,Plastic Products
526431,Welterman International Ltd.,Leather
526433,ASM Technologies Ltd.,IT - Software
526435,Perfectpac Ltd.,Paper &amp; Paper Products
526441,Vision Cinemas Ltd.,Film Production
526443,Datasoft Application Software (India) Ltd.,IT - Software
526445,Indrayani Biotech Ltd.,Floriculture
526468,Euro Leder Fashion Ltd.,Leather
526471,Winsome Breweries Ltd.,Breweries &amp; Distilleries
526473,Elegant Floriculture &amp; Agrotech (India) Ltd.,Trading
526477,South Asian Enterprises Ltd.,Trading
526479,Sky Industries Ltd.,Textile
PHOENXINTL,Phoenix International Ltd.,Leather
526490,Pratik Panels Ltd.,Wood &amp; Wood Products
526492,Rishiroop Ltd.,Trading
526494,Promact Impex Ltd.,Plastic Products
526500,Sterling Green Woods Ltd.,Construction - Real Estate
526504,Dolphin Medical Services Ltd.,Hospital &amp; Healthcare Services
526506,Systematix Corporate Services Ltd.,Finance - Investment
526508,Shahi Shipping Ltd.,Shipping
ALPINEHOU,Alpine Housing Development Corporation Ltd.,Construction - Real Estate
SANGHIIND,Sanghi Industries Ltd.,Cement &amp; Construction Materials
526525,Worldwide Aluminium Ltd.,Trading
526532,Square Four Projects India Ltd.,Miscellaneous
526538,Maximaa Systems Ltd.,Steel &amp; Iron Products
526544,Scanpoint Geomatics Ltd.,Photographic Products
526546,Choksi Laboratories Ltd.,Hospital &amp; Healthcare Services
CCHHL,Country Club Hospitality &amp; Holidays Ltd.,Hotel
526554,Salguti Industries Ltd.,Textile
526568,Longview Tea Company Ltd.,Trading
526570,Midwest Gold Ltd.,Ceramics-Marble-Granite-Sanitaryware
526574,Enterprise International Ltd.,Textile
TECHIN,TechIndia Nirman Ltd.,Engineering - Construction
TPLPLASTEH,TPL Plastech Ltd.,Plastic Products
WIMPLAST,Wim Plast Ltd.,Plastic Products
526588,Photoquip (India) Ltd.,Photographic Products
LIBERTSHOE,Liberty Shoes Ltd.,Footwear
526604,Lippi Systems Ltd.,Engineering
ELECTHERM,Electrotherm (India) Ltd.,Steel &amp; Iron Products
BLUEDART,Blue Dart Express Ltd.,Courier  Services
526614,Expo Gas Containers Ltd.,Engineering - Construction
526616,National Plastic Industries Ltd.,Plastic Products
526622,MFL India Ltd.,Logistics
526628,Ajwa Fun World &amp; Resort Ltd.,Hotel
526638,Texel Industries Ltd.,Textile
526640,Royale Manor Hotels &amp; Industries Ltd.,Hotel
MIRZAINT,Mirza International Ltd.,Footwear
TFCILTD,Tourism Finance Corporation Of India Ltd.,Finance Term Lending
526654,Thakkers Developers Ltd.,Construction - Real Estate
ARENTERP,Rajdarshan Industries Ltd.,Mining &amp; Minerals
BIL,Bhartiya International Ltd.,Leather
KAMATHOTEL,Kamat Hotels (India) Ltd.,Hotel
DALALSTCOM,DSJ Keep Learning Ltd.,Printing And Publishing
HOTELRUGBY,Hotel Rugby Ltd.,Hotel
526687,Polo Hotels Ltd.,Hotel
526703,Ecoplast Ltd.,Plastic Products
526705,Elegant Marbles &amp; Grani Industries Ltd.,Ceramics-Marble-Granite-Sanitaryware
ALCHEM,Alchemist Ltd.,Pharmaceuticals &amp; Drugs
526711,Adarsh Plant Protect Ltd.,Engineering - Industrial Equipments
ANTGRAPHIC,Antarctica Ltd.,Printing And Publishing
526717,HCP Plastene Bulkpack Ltd.,Plastic Products
526721,Nicco Parks &amp; Resorts Ltd.,Amusement Parks-Recreation-Club
526723,NTC Industries Ltd.,Cigarettes-Tobacco
SANDESH,The Sandesh Ltd.,Printing And Publishing
526727,Garnet Construction Ltd.,Construction - Real Estate
GOLDIAM,Goldiam International Ltd.,Diamond  &amp;  Jewellery
BRIGHTBROS,Bright Brothers Ltd.,Plastic Products
526737,Corporate Courier &amp; Cargo Ltd.,Courier  Services
SHAWGELTIN,Narmada Gelatines Ltd.,Chemicals
526747,PG Foils Ltd.,Aluminium &amp; Aluminium Products
526751,Gratex Industries Ltd.,Paper &amp; Paper Products
526755,Velan Hotels Ltd.,Hotel
526761,Howard Hotels Ltd.,Hotel
526775,Valiant Communications Ltd.,Telecommunication - Equipment
526783,Dr Agarwals Eye Hospital Ltd.,Hospital &amp; Healthcare Services
526795,Mahasagar Travels Ltd.,Travel Services
GREENPLY,Greenply Industries Ltd.,Wood &amp; Wood Products
526799,Union Quality Plastics Ltd.,Plastic Products
SEAMECLTD,Seamec Ltd.,Shipping
526813,Raghunath International Ltd.,Construction - Real Estate
526817,Cheviot Company Ltd.,Textile
DAICHIKARK,Dai-Ichi Karkaria Ltd.,Chemicals
526823,Rajeswari Infrastructure Ltd.,Construction - Real Estate
526827,Spice Islands Apparels Ltd.,Textile
CONFIPET,Confidence Petroleum India Ltd.,Industrial  Gases &amp; Fuels
526839,Shelter Infra Projects Ltd.,Engineering - Construction
526847,Ashirwad Steels &amp; Industries Ltd.,Steel-Sponge Iron-Pig Iron
BANARBEADS,Banaras Beads Ltd.,Glass
526851,Arex Industries Ltd.,Textile
526853,Bilcare Ltd.,Plastic Products
526859,ISF Ltd.,Finance - NBFC
526861,Rishi Laser Ltd.,Engineering - Industrial Equipments
526865,Jainco Projects (India) Ltd.,Construction - Real Estate
526869,Kumbhat Financial Services Ltd.,Finance - NBFC
526871,Intec Capital Ltd.,Finance - NBFC
526873,Rajasthan Gases Ltd.,Industrial  Gases &amp; Fuels
63MOONS,63 Moons Technologies Ltd.,IT - Software
SARLAPOLY,Sarla Performance Fibers Ltd.,Textile - Manmade  Fibres
526887,Indo Credit Capital Ltd.,Finance - NBFC
526891,Market Creators Ltd.,Finance - Investment
526899,Himalaya Food lnternational Ltd.,Agriculture
526901,Sonal Adhesives Ltd.,Plastic Products
526905,Padmanabh Industries Ltd.,Trading
21STCENMGM,21st Century Management Services Ltd.,Finance - Investment
526931,Hariyana Ship Breakers Ltd.,Shipping
526935,Arunis Abode Ltd.,Finance - Investment
526945,Tyroon Tea Company Ltd.,Tea-Coffee
LAOPALA,La Opala RG Ltd.,Glass
STYLAMIND,Stylam Industries Ltd.,Laminates-Decoratives
VENUSREM,Venus Remedies Ltd.,Pharmaceuticals &amp; Drugs
526961,Trans Financial Resources Ltd.,Finance - Investment
526965,Gujarat Craft Industries Ltd.,Plastic Products
526967,Heera Ispat Ltd.,Steel &amp; Iron Products
526971,Dhoot Industrial Finance Ltd.,Trading
526977,Crimson Metal Engineering Company Ltd.,Steel &amp; Iron Products
526981,Shri Bajrang Alliance Ltd.,Engineering - Industrial Equipments
526983,Ashoka Refineries Ltd.,Solvent  Extraction
URJA,Urja Global Ltd.,Power Generation-Distribution
ASHAPURMIN,Ashapura Minechem Ltd.,Mining &amp; Minerals
527005,Shree Pacetronix Ltd.,Medical Equipment-Supplies-Accessories
GUJALKALI,Gujarat Alkalies And Chemicals Ltd.,Chemicals
INDIACEM,The India Cements Ltd.,Cement &amp; Construction Materials
JKTYRE,JK Tyre &amp; Industries Ltd.,Tyres &amp; Allied
MANGCHEFER,Mangalore Chemicals &amp; Fertilizers Ltd.,Fertilizers
SIL,Standard Industries Ltd.,Miscellaneous
JUBLPHARMA,Jubilant Pharmova Ltd.,Pharmaceuticals &amp; Drugs
THEINVEST,The Investment Trust of India Ltd.,Finance - NBFC
530025,Samyak International Ltd.,Finance - Investment
530027,Aadi Industries Ltd.,Plastic Products
530035,Santosh Fine-Fab Ltd.,Textile - Weaving
530037,Sree Jayalakshmi Autospin Ltd.,Textile - Spinning
530043,Acknit Industries Ltd.,Textile
530045,Titan Securities Ltd.,Finance - Investment
MOHOTAIND,Mohota Industries Ltd.,Textile
530053,Real Eco-Energy Ltd.,Construction - Real Estate
530055,Harmony Capital Services Ltd.,Finance - Investment
530057,Vivanza Biosciences Ltd.,Trading
530063,Yashraj Containeurs Ltd.,Engineering - Industrial Equipments
530065,Lords Ishwar Hotels Ltd.,Hotel
530067,CSL Finance Ltd.,Finance - NBFC
SANGHVIMOV,Sanghvi Movers Ltd.,Miscellaneous
SELAN,Selan Exploration Technology Ltd.,Oil Exploration
530077,Freshtrop Fruits Ltd.,Consumer Food
FAZETHREE,Faze Three Ltd.,Textile
530093,ACE EduTrend Ltd.,Film Production
530095,Pradhin Ltd.,Trading
530109,Anupam Finserv Ltd.,Finance - NBFC
530111,Raj Packaging Industries Ltd.,Plastic Products
PRIVISCL,Privi Speciality Chemicals Ltd.,Chemicals
530119,Natraj Proteins Ltd.,Solvent  Extraction
530125,Samrat Pharmachem Ltd.,Pharmaceuticals &amp; Drugs
530127,NPR Finance Ltd.,Finance - NBFC
530129,Nile Ltd.,Metal - Non Ferrous
UDAICEMENT,Udaipur Cement Works Ltd.,Cement &amp; Construction Materials
530133,Amco India Ltd.,Plastic Products
OPTIEMUS,Optiemus Infracom Ltd.,Trading
530139,Kreon Financial Services Ltd.,Finance - NBFC
530141,Gyan Developers &amp; Builders Ltd.,Construction - Real Estate
530145,Kisan Mouldings Ltd.,Plastic Products
530151,Vijay Textiles Ltd.,Textile
530161,Garodia Chemicals Ltd.,Chemicals
530163,Kerala Ayurveda Ltd.,Pharmaceuticals &amp; Drugs
530167,Moongipa Capital Finance Ltd.,Finance - NBFC
530169,Mohit Paper Mills Ltd.,Paper &amp; Paper Products
530171,Daulat Securities Ltd.,Finance - Stock Broking
530173,Oscar Global Ltd.,Leather
530175,Odyssey Technologies Ltd.,IT - Software
530177,SPS International Ltd.,Trading
530179,RSC International Ltd.,Trading
530185,Surat Textile Mills Ltd.,Textile - Manmade  Fibres
530187,Atharv Enterprises Ltd.,Trading
CHROMATIC,Chromatic India Ltd.,Chemicals
530197,Fundviser Capital (India) Ltd.,Dyes &amp; Pigments
THEMISMED,Themis Medicare Ltd.,Pharmaceuticals &amp; Drugs
530201,Kallam Textiles Ltd.,Textile - Spinning
530207,Brawn Biotech Ltd.,Trading
530213,Fortune International Ltd.,Trading
530215,Kings Infra Ventures Ltd.,Engineering - Construction
530219,Nutricircle Ltd.,Textile
530231,Subhash Silk Mills Ltd.,Textile
530233,Auro Laboratories Ltd.,Pharmaceuticals &amp; Drugs
KJMCFIN,KJMC Financial Services Ltd.,Finance - NBFC
SUVEN,Suven Life Sciences Ltd.,Pharmaceuticals &amp; Drugs
530245,Aryaman Financial Services Ltd.,Finance - Investment
530249,Bridge Securities Ltd.,Finance - Investment
530251,RISA International Ltd.,Trading
530253,Rajasthan Tube Manufacturing Company Ltd.,Steel &amp; Iron Products
530255,Kay Power and Paper Ltd.,Paper &amp; Paper Products
530259,Inter State Oil Carrier Ltd.,Logistics
530263,Global Capital Markets Ltd.,Finance - NBFC
530265,Sainik Finance &amp; Industries Ltd.,Finance - NBFC
530267,Saboo Brothers Ltd.,Engineering - Industrial Equipments
530271,Rich Universe Network Ltd.,Finance - Investment
530281,Quantum Digital Vision (India) Ltd.,Film Production
530289,SP Capital Financing Ltd.,Finance - NBFC
530291,PAOS Industries Ltd,Solvent  Extraction
KOTHARIPRO,Kothari Products Ltd.,Trading
530305,Piccadily Agro Industries Ltd.,Sugar
CLSEL,Chaman Lal Setia Exports Ltd.,Consumer Food
530309,Chandra Prabhu International Ltd.,Trading
530313,Kimia Biosciences Ltd.,Pharmaceuticals &amp; Drugs
HINDTINWRK,Hindustan Tin Works Ltd.,Engineering - Industrial Equipments
530317,Godavari Drugs Ltd.,Pharmaceuticals &amp; Drugs
530331,Premco Global Ltd.,Textile
530341,Mukesh Babu Financial Services Ltd.,Finance - NBFC
GENUSPOWER,Genus Power Infrastructures Ltd.,Engineering - Industrial Equipments
ASIANENE,Asian Energy Services Ltd.,Oil Exploration
530357,KBS India Ltd.,Finance - Stock Broking
530361,Prabhhans Industries Ltd.,Miscellaneous
UGARSUGAR,The Ugar Sugar Works Ltd.,Sugar
ORIENTBELL,Orient Bell Ltd.,Ceramics-Marble-Granite-Sanitaryware
NRBBEARING,NRB Bearings Ltd.,Bearings
530369,Vamshi Rubber Ltd.,Rubber  Products
NILAINFRA,Nila Infrastructures Ltd.,Construction - Real Estate
DBSTOCKBRO,DB (International) Stock Brokers Ltd.,Finance - Stock Broking
530401,Vinyoflex Ltd.,Plastic Products
530403,Vallabh Poly-Plast International Ltd.,Trading
530405,Jindal Capital Ltd.,Finance - Investment
530407,Epic Energy Ltd.,Electric Equipment
530419,Sumedha Fiscal Services Ltd.,Finance - Investment
530421,Kuwer Industries Ltd.,Plastic Products
530427,Choksi Imaging Ltd.,Photographic Products
530429,Ashish Polyplast Ltd.,Plastic Products
530431,Ador Fontech Ltd.,Electrodes &amp; Welding Equipment
530433,Shiva Global Agro Industries Ltd.,Fertilizers
530439,Siddha Ventures Ltd.,Finance - Investment
530443,Kiran Syntex Ltd.,Textile - Spinning
530445,Sumeru Industries Ltd.,Finance - Investment
530449,Rungta Irrigation Ltd.,Engineering - Industrial Equipments
530457,Cinerad Communications Ltd.,Film Production
530459,Valson Industries Ltd.,Textile - Spinning
530461,Saboo Sodium Chloro Ltd.,Consumer Food
530469,GSL Securities Ltd.,Finance - NBFC
530475,Tinna Rubber And Infrastructure Ltd.,Chemicals
530477,Vikram Thermo (India) Ltd.,Chemicals
530495,Stratmont Industries Ltd.,Trading
530499,AK Capital Services Ltd.,Finance - Investment
RELAXO,Relaxo Footwears Ltd.,Footwear
530521,Virat Industries Ltd.,Textile
530525,Sheetal Diamonds Ltd.,Trading
530533,Terai Tea Company Ltd.,Trading
530537,Manraj Housing Finance Ltd.,Finance - Housing
MARG,Marg Ltd.,Construction - Real Estate
530545,Cosco (India) Ltd.,Trading
SHILPAMED,Shilpa Medicare Ltd.,Pharmaceuticals &amp; Drugs
PARACABLES,Paramount Communications Ltd.,Cable
530557,NCL Research &amp; Financial Services Ltd.,Finance - NBFC
SSLFINANCE,Archana Software Ltd.,IT - Software
530571,Explicit Finance Ltd.,Finance - NBFC
530577,Ladderup Finance Ltd.,Finance - NBFC
530579,UY Fincorp Ltd.,Finance - NBFC
530581,Ekam Leasing &amp; Finance Company Ltd.,Finance - NBFC
530585,Swastika Investmart Ltd.,Finance - Stock Broking
