NAME,SECTOR,SCRIP
Jayatma Enterprises Ltd.,Agriculture,539005
SRG Housing Finance Ltd.,Finance - Housing,534680
Comfort Commotrade Ltd.,Finance - Stock Broking,534691
Vinayak Polycon International Ltd.,Plastic Products,534639
Thejo Engineering Ltd.,Engineering,THEJO
Aditri Industries Ltd.,Textile,534707
Kanchi Karpooram Ltd.,Chemicals,538896
RCL Retail Ltd.,Retailing,534708
Star Delta Transformers Ltd.,Electric Equipment,539255
Vasundhara Rasayans Ltd.,Chemicals,538634
Bronze Infra-Tech Ltd.,Construction - Real Estate,534731
Intellivate Capital Advisors Ltd.,Miscellaneous,534732
Supremex Shine Steels Ltd.,Trading,534733
Shyam Century Ferrous Ltd.,Ferro &amp; Silica Manganese,SHYAMCENT
Super Fine Knitters Ltd.,Textile,540269
Veto Switchgears And Cables Ltd.,Electric Equipment,VETO
Sreeleathers Ltd.,Trading,SREEL
Mudra Financial Services Ltd.,Finance - Investment,539819
Pavna Industries Ltd.,Engineering - Industrial Equipments,PAVNAIND
CDG Petchem Ltd.,Plastic Products,534796
Satin Creditcare Network Ltd.,Finance Term Lending,SATIN
Spacenet Enterprises India Ltd.,Miscellaneous,SPCENET
Esteem Bio Organic Food Processing Ltd.,Agriculture,534927
KD Leisures Ltd.,Finance - Investment,540385
Neogen Chemicals Ltd.,Chemicals,NEOGEN
Pact Industries Ltd.,Textile,538963
Covidh Technologies Ltd.,Miscellaneous,534920
NIBE Ltd.,Textile - Weaving,535136
Kiran Vyapar Ltd.,Finance - NBFC,537750
Naga Dhunseri Group Ltd.,Finance - Investment,NDGL
Ind Renewable Energy Ltd.,Engineering - Construction,536709
Mukta Agriculture Ltd.,Trading,535204
Mystic Electronics Ltd.,Trading,535205
Aditya Birla Capital Ltd.,Finance - NBFC,ABCAPITAL
Orient Cement Ltd.,Cement &amp; Construction Materials,ORIENTCEM
GCM Securities Ltd.,Finance - Stock Broking,535431
Lakhotia Polyesters (India) Ltd.,Textile - Manmade  Fibres,535387
Comfort Fincap Ltd.,Finance - NBFC,535267
Incredible Industries Ltd.,Steel &amp; Iron Products,INCREDIBLE
Authum Investment &amp; Infrastructure Ltd.,Finance - Investment,539177
AVI Polymers Ltd.,Trading,539288
NRB Industrial Bearings Ltd.,Bearings,NIBL
Ejecta Marketing Ltd.,Trading,538653
ARC Finance Ltd.,Finance - NBFC,540135
Real Touch Finance Ltd.,Finance - Investment,538611
BP Capital Ltd.,Finance - NBFC,536965
Capfin India Ltd.,Finance - Investment,539198
Capital Trade Links Ltd.,Finance - NBFC,538476
Chandrima Mercantiles Ltd.,Trading,540829
Classic Global Finance &amp; Capital Ltd.,Finance - Investment,538433
Concord Drugs Ltd.,Pharmaceuticals &amp; Drugs,538965
Continental Securities Ltd.,Finance - NBFC,538868
Creative Castings Ltd.,Castings-Forgings,539527
Easun Capital Markets Ltd.,Finance - Investment,542906
Econo Trade (India) Ltd.,Finance - Investment,538708
Equitas Holdings Ltd.,Finance - NBFC,EQUITAS
Abhishek Infraventures Ltd.,Finance - Stock Broking,539544
Mega Nirman &amp; Industries Ltd.,Finance - Investment,539767
Darjeeling Ropeway Co Ltd.,Finance - Investment,539770
Goldcoin Health Foods Ltd.,Consumer Food,538542
Grovy India Ltd.,Finance - Investment,539522
Hawa Engineers Ltd.,Engineering - Industrial Equipments,539176
Uday Jewellery Industries Ltd.,Diamond  &amp;  Jewellery,539518
IFGL Refractories Ltd.,Refractories,IFGLEXPOR
IIFL Securities Ltd.,Finance - Investment,IIFLSEC
Integra Telecommunication And Software Ltd.,IT - Software,536868
Gloster Ltd.,Textile,542351
Smart Finsec Ltd.,Finance - NBFC,539494
KIFS Financial Services Ltd.,Finance - NBFC,535566
Krishna Capital And Securities Ltd.,Finance - NBFC,539384
Mangalam Industrial Finance Ltd.,Finance - NBFC,537800
Modern Engineering And Projects Ltd.,Finance - Investment,539762
NEIL Industries Ltd.,Finance - NBFC,539016
Viji Finance Ltd.,Finance - NBFC,VIJIFIN
SDC Techmedia Ltd.,Film Production,535647
Suvifin Credit Solutions Ltd.,Finance - NBFC,538647
Advik Capital Ltd.,Electric Equipment,539773
RGF Capital Markets Ltd.,Finance - NBFC,539669
Richfield Financial Services Ltd.,Finance - NBFC,539435
RSD Finance Ltd.,Finance - NBFC,539875
NAM Securities Ltd.,Finance - Stock Broking,538395
Neeraj Paper Marketing Ltd.,Trading,539409
New Light Apparels Ltd.,Textile,540243
Oracle Credit Ltd.,Finance - NBFC,539598
Paul Merchants Ltd.,Finance - Investment,539113
PTC Industries Ltd.,Castings-Forgings,539006
Rajputana Investment &amp; Finance Ltd.,Finance - Investment,539090
Regency Fincorp Ltd.,Finance - Investment,540175
Best Agrolife Ltd.,Pesticides &amp; Agrochemicals,BESTAGRO
Salem Erode Investments Ltd.,Finance - NBFC,540181
Sar Auto Products Ltd.,Auto Ancillary,538992
Sellwin Traders Ltd.,Finance - Investment,538875
Shalimar Agencies Ltd.,Finance - Investment,539895
Shree Ganesh Bio-Tech (India) Ltd.,Agriculture,539470
Sofcom Systems Ltd.,Finance - NBFC,538923
Sportking India Ltd.,Textile,539221
India Finsec Ltd.,Finance - NBFC,535667
Tasty Dairy Specialities Ltd.,Consumer Food,540955
JK Agri Genetics Ltd.,Agriculture,536493
Shivom Investment &amp; Consultancy Ltd.,Finance - NBFC,539833
HCKK Ventures Ltd.,Finance - Investment,539224
Shree Nidhi Trading Co Ltd.,Finance - Others,540253
Sonal Mercantile Ltd.,Finance - NBFC,538943
Magellanic Cloud Ltd.,Finance - Investment,538891
Sparkling (India) Finshares Ltd.,Finance - Investment,540211
Jain Marmo Industries Ltd.,Ceramics-Marble-Granite-Sanitaryware,539119
Jindal Leasefin Ltd.,Finance - Investment,539947
J Taparia Projects Ltd.,Finance - Investment,538539
Kome-On Communication Ltd.,Film Production,539910
Negotium International Trade Ltd.,Trading,537838
Variman Global Enterprises Ltd.,Construction - Real Estate,540570
Suchitra Finance &amp; Trading Co Ltd.,Finance - NBFC,538714
Sujala Trading &amp; Holdings Ltd.,Finance - Investment,539117
Thirani Projects Ltd.,Finance - NBFC,538464
Niyogin Fintech Ltd.,Finance - Investment,538772
eDynamics Solutions Ltd.,Retailing,535694
ObjectOne Information Systems Ltd.,IT - Software,535657
Future Lifestyle Fashions Ltd.,Retailing,FLFL
Alan Scott Industriess Ltd.,Textile,539115
Ozone World Ltd.,Trading,539291
Chemiesynth (Vapi) Ltd.,Chemicals,539230
ETT Ltd.,Construction - Real Estate,537707
GTV Engineering Ltd.,Engineering,539479
Indra Industries Ltd.,Fertilizers,539175
Madhav Infra Projects Ltd.,Engineering - Construction,539894
Goenka Business &amp; Finance Ltd.,Finance - NBFC,538787
Interactive Financial Services Ltd.,IT - Software,539692
Superior Finlease Ltd.,Finance - Investment,539835
Khoobsurat Ltd.,Finance - Investment,535730
Jindal Poly Investment and Finance Company Ltd.,Finance - Investment,JPOLYINVST
Alacrity Securities Ltd.,Finance - Stock Broking,535916
GCM Commodity &amp; Derivatives Ltd.,Finance - Investment,535917
VKJ Infradevelopers Ltd.,Engineering - Construction,536128
Kushal Ltd.,Trading,536170
International Constructions Ltd.,Finance - NBFC,SUBCAPCITY
Netripples Software Ltd.,IT - Software,542117
Likhami Consulting Ltd.,Engineering,539927
Integra Garments And Textiles Ltd.,Textile,INTEGRA
Tiger Logistics (India) Ltd.,Logistics,536264
RJ Bio-Tech Ltd.,Agriculture,536456
Vintage Coffee &amp; Beverages Ltd.,Trading,538920
Symbiox Investment &amp; Trading Co Ltd.,Trading,539278
Panth Infinity Ltd.,Trading,539143
Sunshine Capital Ltd.,Finance - NBFC,539574
TTI Enterprise Ltd.,Finance - NBFC,538597
Visco Trade Associates Ltd.,Finance - NBFC,540097
SRG Securities Finance Ltd.,Finance - NBFC,536710
Worth Investment &amp; Trading Co Ltd.,Finance - NBFC,538451
VCU Data Management Ltd.,IT - Software,536672
Stellar Capital Services Ltd.,Finance - NBFC,536738
Yug Decor Ltd.,Chemicals,540550
PVV Infra Ltd.,Construction - Real Estate,536659
Gujarat Gas Ltd.,Gas Transmission-Marketing,GUJGASLTD
Yuranus Infrastructure Ltd.,Construction - Real Estate,536846
Mercantile Ventures Ltd.,Finance - NBFC,538942
Arnold Holdings Ltd.,Finance - NBFC,537069
Suyog Telematics Ltd.,Miscellaneous,537259
RCI Industries &amp; Technologies Ltd.,Metal - Non Ferrous,537254
Chemtech Industrial Valves Ltd.,Trading,537326
Agrimony Commodities Ltd.,Trading,537492
Aptus Value Housing Finance India Ltd.,Finance - Housing,APTUS
Polymac Thermoformers Ltd.,Plastic Products,537573
ECS Biztech Ltd.,IT - Hardware,540063
GR Infraprojects Ltd.,Engineering - Construction,GRINFRA
Power Mech Projects Ltd.,Engineering - Construction,POWERMECH
Precision Camshafts Ltd.,Auto Ancillary,PRECAM
Sanginita Chemicals Ltd.,Chemicals,SANGINITA
Zomato Ltd.,e-Commerce,ZOMATO
Unishire Urban Infra Ltd.,Construction - Real Estate,537582
Laxmipati Engineering Works Ltd.,Ship Building,537669
Viaan Industries Ltd.,Trading,537524
B.C. Power Controls Ltd.,Metal - Non Ferrous,BCP
Race Eco Chain Ltd.,Trading,537785
Oceanaa Biotek Industries Ltd.,Aquaculture,538019
R&amp;B Denims Ltd.,Textile,538119
Phoenix Township Ltd.,Hotel,537839
Haria Apparels Ltd.,Miscellaneous,538081
Genus Paper &amp; Boards Ltd.,Paper &amp; Paper Products,GENUSPAPER
Abhinav Leasing &amp; Finance Ltd.,Finance - NBFC,538952
PB Fintech Ltd.,e-Commerce,POLICYBZR
F Mec International Financial Services Ltd.,Finance - NBFC,539552
Galada Finance Ltd.,Finance - NBFC,538881
Ishaan Infrastructures &amp; Shelters Ltd.,Construction - Real Estate,540134
JITF Infralogistics Ltd.,Logistics,JITFINFRA
Aarnav Fashions Ltd.,Finance - Investment,539562
Lancer Containers Lines Ltd.,Logistics,539841
Rajasthan Cylinders &amp; Containers Ltd.,Industrial  Gases &amp; Fuels,538707
SM Auto Stamping Ltd.,Auto Ancillary,543065
SPS Finquest Ltd.,Finance - NBFC,538402
Windlas Biotech Ltd.,Pharmaceuticals &amp; Drugs,WINDLAS
Wardwizard Innovations &amp; Mobility Ltd.,Engineering - Construction,538970
Monte Carlo Fashions Ltd.,Textile,MONTECARLO
Srestha Finvest Ltd.,Finance - Investment,539217
Naturite Agro Products Ltd.,Agriculture,538926
Rotographics (India) Ltd.,Trading,539922
Tega Industries Ltd.,Engineering - Industrial Equipments,TEGA
Typhoon Financial Services Ltd.,Finance - NBFC,539468
Gold Line International Finvest Ltd.,Finance Term Lending,538180
Sharp Investments Ltd.,Finance - Investment,538212
GCM Capital Advisors Ltd.,Finance - Investment,538319
ASL Industries Ltd.,Auto Ancillary,ASLIND
Moneyboxx Finance Ltd.,Finance - NBFC,538446
AF Enterprises Ltd.,Finance - Investment,538351
Tarini International Ltd.,Engineering,538496
Alps Motor Finance Ltd.,Finance - NBFC,538423
Imagicaaworld Entertainment Ltd.,Amusement Parks-Recreation-Club,IMAGICAA
Divinus Fabrics Ltd.,Trading,538432
PDS Multinational Fashions Ltd.,Textile,PDSMFL
Quasar India Ltd.,Trading,538452
Amarnath Securities Ltd.,Finance - Investment,538465
Bansal Roofing Products Ltd.,Engineering,538546
Omansh Enterprises Ltd.,Trading,538537
Ramchandra Leasing &amp; Finance Ltd.,Finance - NBFC,538540
Inceptum Enterprises Ltd.,Trading,538541
Arman Holdings Ltd.,Trading,538556
Sai Baba Investment And Commercial Enterprises Ltd.,Finance - Investment,538557
Beekay Niryat Ltd.,Trading,539546
Quess Corp Ltd.,Miscellaneous,QUESS
Shyam Metalics And Energy Ltd.,Steel &amp; Iron Products,SHYAMMETL
Trivikrama Industries Ltd.,Chemicals,538579
James Warren Tea Ltd.,Tea-Coffee,538564
Vistar Amar Ltd.,Finance - NBFC,538565
Apollo Tricoat Tubes Ltd.,Steel &amp; Iron Products,538566
Vishal Fabrics Ltd.,Textile,VISHAL
Gulf Oil Lubricants India Ltd.,Lubricants,GULFOILLUB
Triveni Enterprises Ltd.,Trading,538569
Fruition Venture Ltd.,Finance - Stock Broking,538568
Aavas Financiers Ltd.,Finance - Housing,AAVAS
Solis Marketing Ltd.,Trading,538575
Nivaka Fashions Ltd.,Trading,542206
Classic Filaments Ltd.,Textile,540310
Hi-Klass Trading And Investment Ltd.,Finance - Investment,542332
IGC Industries Ltd.,Trading,539449
Medico Intercontinental Ltd.,Finance - Investment,539938
Universus Photo Imagings Ltd.,Miscellaneous,UNIVPHOTO
Kuber Udyog Ltd.,Finance - NBFC,539408
L&amp;T Technology Services Ltd.,Engineering,LTTS
Manaksia Aluminium Company Ltd.,Aluminium &amp; Aluminium Products,MANAKALUCO
Manaksia Coated Metals &amp; Industries Ltd.,Steel &amp; Iron Products,MANAKCOAT
Manaksia Steels Ltd.,Steel &amp; Iron Products,MANAKSTEEL
Meenakshi Enterprises Ltd.,Finance - NBFC,538834
Navketan Merchants Ltd.,Trading,539525
Purple Entertainment Ltd.,Film Production,540159
White Organic Retail Ltd.,Retailing,542667
Shree Krishna Infrastructure Ltd.,Construction - Real Estate,542146
Simbhaoli Sugars Ltd.,Sugar,SIMBHALS
Tube Investments of India Ltd.,Cycles,TIINDIA
Milton Industries Ltd.,Laminates-Decoratives,MILTON
Riddhi Steel &amp; Tube Ltd.,Steel &amp; Iron Products,540082
Gajanan Securities Services Ltd.,Finance - Stock Broking,538609
Anubhav Infrastructure Ltd.,Engineering - Construction,538833
Prabhat Technologies (India) Ltd.,Telecommunication - Equipment,540027
Aananda Lakshmi Spinning Mills Ltd.,Textile - Spinning,539096
Sheshadri Industries Ltd.,Textile - Spinning,539111
Naysaa Securities Ltd.,Finance - Stock Broking,538668
D.P. Wires Ltd.,Steel &amp; Iron Products,DPWIRES
Ultracab (India) Ltd.,Cable,538706
Perfect Infraengineers Ltd.,Engineering,PERFECT
Atishay Ltd.,IT - Software,538713
Dhabriya Polywood Ltd.,Plastic Products,538715
Vibrant Global Capital Ltd.,Finance - Investment,538732
Hanman Fit Ltd.,Amusement Parks-Recreation-Club,538731
Starlit Power Systems Ltd.,Metal - Non Ferrous,538733
Shree Pushkar Chemicals &amp; Fertilisers Ltd.,Dyes &amp; Pigments,SHREEPUSHK
MEP Infrastructure Developers Ltd.,Engineering - Construction,MEP
JLA Infraville Shoppers Ltd.,Retailing,538765
Panache Innovations Ltd.,Trading,538742
Jet Infraventure Ltd.,Construction - Real Estate,538794
Jalan Transolutions (India) Ltd.,Logistics,JALAN
Intellect Design Arena Ltd.,IT - Software,INTELLECT
Akashdeep Metal Industries Ltd.,Steel &amp; Iron Products,538778
Captain Pipes Ltd.,Rubber  Products,538817
Aanchal Ispat Ltd.,Steel &amp; Iron Products,538812
Laurus Labs Ltd.,Pharmaceuticals &amp; Drugs,LAURUSLABS
Adani Transmission Ltd.,Trading,ADANITRANS
Greenlam Industries Ltd.,Laminates-Decoratives,GREENLAM
AGI Infra Ltd.,Construction - Real Estate,539042
Athena Constructions Ltd.,Construction - Real Estate,539099
Sri Amarnath Finance Ltd.,Finance - NBFC,538863
Panafic Industrials Ltd.,Finance - NBFC,538860
Raghuvansh Agrofarms Ltd.,Agriculture,538921
Nexus Surgical And Medicare Ltd.,Finance - Stock Broking,538874
HEC Infra Projects Ltd.,Engineering - Construction,HECPROJECT
Emerald Finserv Ltd.,Finance - NBFC,538882
Suryoday Small Finance Bank Ltd.,Bank - Private,SURYODAY
Shri Niwas Leasing And Finance Ltd.,Finance - Investment,538897
Dhunseri Tea &amp; Industries Ltd.,Tea-Coffee,DTIL
Vani Commercials Ltd.,Finance - NBFC,538918
Skyline Ventures India Ltd.,Diversified,538919
Equitas Small Finance Bank Ltd.,Bank - Private,EQUITASBNK
Star Housing Finance Ltd.,Finance - Housing,539017
Route Mobile Ltd.,IT - Software,ROUTE
Crane Infrastructure Ltd.,Engineering - Construction,538770
SVP Housing Ltd.,Trading,539041
SSPN Finance Ltd.,Finance - Investment,539026
KBC Global Ltd.,Construction - Real Estate,KBCGLOBAL
GBL Industries Ltd.,Trading,539009
Prataap Snacks Ltd.,Consumer Food,DIAMONDYD
Chennai Ferrous Industries Ltd.,Steel-Sponge Iron-Pig Iron,539011
Gita Renewable Energy Ltd.,Power Generation-Distribution,539013
Filtra Consultants and Engineers Ltd.,Miscellaneous,539098
HKG Ltd.,Trading,539097
Fraser and Co Ltd.,Trading,539032
Tirupati Tyres Ltd.,Trading,539040
BKM Industries Ltd.,Engineering - Industrial Equipments,BKMINDST
CMM Infraprojects Ltd.,Construction - Real Estate,CMMIPL
Balkrishna Paper Mills Ltd.,Paper &amp; Paper Products,BALKRISHNA
Northlink Fiscal and Capital Services Ltd.,Finance - NBFC,539110
A-1 Acid Ltd.,Trading,542012
Bharat Road Network Ltd.,Engineering - Construction,BRNL
Infibeam Avenues Ltd.,IT - Software,INFIBEAM
BFL Asset Finvest Ltd.,Finance - NBFC,539662
Captain Technocast Ltd.,Castings-Forgings,540652
Franklin Leasing And Finance Ltd.,Finance - NBFC,539839
Gala Global Products Ltd.,Printing &amp; Stationery,539228
Infobeans Technologies Ltd.,IT - Software,INFOBEAN
Jiya Eco-Products Ltd.,Petrochemicals,JIYAECO
Majestic Research Services And Solutions Ltd.,Miscellaneous,539229
CarTrade Tech Ltd.,Automobiles - Dealers &amp; Distributors,CARTRADE
Sprayking Agro Equipment Ltd.,Engineering - Industrial Equipments,540079
Tejnaksh Healthcare Ltd.,Hospital &amp; Healthcare Services,539428
Tinna Trade Ltd.,Trading,541741
Tirupati Forge Ltd.,Forgings,TIRUPATIFL
Vishal Bearings Ltd.,Bearings,539398
Yasho Industries Ltd.,Chemicals,541167
VB Industries Ltd.,Finance - Investment,539123
Crescent Leasing Ltd.,Finance - NBFC,539131
Arfin India Ltd.,Aluminium &amp; Aluminium Products,539151
Swagtam Trading &amp; Services Ltd.,Miscellaneous,539406
Garment Mantra Lifestyle Ltd.,Textile,539216
Ambition Mica Ltd.,Laminates-Decoratives,539223
Mishka Exim Ltd.,Trading,539220
Devhari Exports (India) Ltd.,Trading,539197
Growington Ventures India Ltd.,Travel Services,539222
Rudra Global Infra Products Ltd.,Steel &amp; Iron Products,539226
Loyal Equipments Ltd.,Engineering - Industrial Equipments,539227
Aurum Proptech Ltd.,IT - Software,AURUM
Genomic Valley Biotech Ltd.,Agriculture,539206
Mohini Health &amp; Hygiene Ltd.,Textile,MHHL
Amrapali Fincap Ltd.,Finance - NBFC,539265
Pecos Hotels and Pubs Ltd.,Hotel,539273
Grandeur Products Ltd.,Trading,539235
Jyotirgamya Enterprises Ltd.,Trading,539246
Mangalam Seeds Ltd.,Agriculture,539275
Eiko Lifesciences Ltd.,Finance - Investment,540204
Antony Waste Handling Cell Ltd.,Miscellaneous,AWHCL
Blueblood Ventures Ltd.,Finance - Stock Broking,539637
Ganga Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,539680
Hindcon Chemicals Ltd.,Chemicals,HINDCON
Waaree Technologies Ltd.,Plastic Products,539337
Vikas Lifecare Ltd.,Petrochemicals,VIKASLIFE
Par Drugs And Chemicals Ltd.,Chemicals,PAR
Vaksons Automobiles Ltd.,Automobiles - Dealers &amp; Distributors,539402
Zeal Aqua Ltd.,Aquaculture,539963
DR Habeerbullah Life Sciences Ltd.,Trading,539267
Boston Leasing and Finance Ltd.,Finance - Investment,539274
Universal Auto Foundry Ltd.,Castings-Forgings,539314
Thinkink Picturez Ltd.,Film Production,539310
Canopy Finance Ltd.,Finance - NBFC,539304
Nishtha Finance and Investment (India) Ltd.,Finance - Investment,539311
Sri Krishna Constructions (India) Ltd.,Construction - Real Estate,539363
Ahimsa Industries Ltd.,Plastic Products,AHIMSA
Bella Casa Fashion &amp; Retail Ltd.,Textile,539399
Arambhan Hospitality Services Ltd.,Hotel,539403
Pritika Auto Industries Ltd.,Engineering,PRITIKAUTO
IDFC First Bank Ltd.,Bank - Private,IDFCFIRSTB
Decorous Investment &amp; Trading Co Ltd.,Finance - Investment,539405
Generic Engineering Construction And Projects Ltd.,Engineering - Construction,GENCON
Muzali Arts Ltd.,Trading,539410
Indo-Global Enterprises Ltd.,Hospital &amp; Healthcare Services,539433
Aryavan Enterprise Ltd.,Trading,539455
Panorama Studios International Ltd.,Film Production,539469
Navigant Corporate Advisors Ltd.,Finance - Investment,539521
Geetanjali Credit and Capital Ltd.,Finance - NBFC,539486
Acewin Agriteck Ltd.,Aquaculture,539570
Rajkot Investment Trust Ltd.,Finance - NBFC,539495
Suncare Traders Ltd.,Laminates-Decoratives,539526
Mayukh Dealtrade Ltd.,Trading,539519
Apoorva Leasing Finance And Investment Company Ltd.,Finance - Investment,539545
Bandhan Bank Ltd.,Bank - Private,BANDHANBNK
Shivansh Finserve Ltd.,Finance - Investment,539593
Mishtann Foods Ltd.,Trading,539594
Sharanam Infraproject and Trading Ltd.,Trading,539584
Delta Industrial Resources Ltd.,Finance - Investment,539596
Jindal Stainless (Hisar) Ltd.,Steel &amp; Iron Products,JSLHISAR
Max Ventures And Industries Ltd.,Finance - Investment,MAXVIL
Blue Cloud Softech Solutions Ltd.,IT - Software,539607
Vidli Restaurants Ltd.,Hotel,539659
BCL Enterprises Ltd.,Finance - NBFC,539621
KP Energy Ltd.,Engineering - Construction,539686
Pudumjee Paper Products Ltd.,Paper &amp; Paper Products,PDMJEPAPER
ACE Men Engg Works Ltd.,Trading,539661
Kapil Raj Finance Ltd.,Finance - NBFC,539679
Radhagobind Commercial Ltd.,Trading,539673
Hiliks Technologies Ltd.,Finance - Investment,539697
Wealth First Portfolio Managers Ltd.,Finance - Investment,WEALTH
Relicab Cable Manufacturing Ltd.,Cable,539760
Gokul Agro Resources Ltd.,Solvent  Extraction,GOKULAGRO
Khemani Distributors &amp; Marketing Ltd.,Trading,539788
CHD Chemicals Ltd.,Trading,539800
Umiya Tubes Ltd.,Steel &amp; Iron Products,539798
Vantage Knowledge Academy Ltd.,Educational Institutions,539761
Nintec Systems Ltd.,IT - Software,539843
Bigbloc Construction Ltd.,Construction - Real Estate,BIGBLOC
Raghav Productivity Enhancers Ltd.,Mining &amp; Minerals,539837
Le Lavoir Ltd.,Trading,539814
Crompton Greaves Consumer Electricals Ltd.,Consumer Durables - Domestic Appliances,CROMPTON
Balgopal Commercial Ltd.,Trading,539834
Darshan Orna Ltd.,Diamond  &amp;  Jewellery,539884
Shanti Educational Initiatives Ltd.,Educational Institutions,539921
Halder Venture Ltd.,Trading,539854
Sagardeep Alloys Ltd.,Metal - Non Ferrous,SAGARDEEP
United Polyfab Gujarat Ltd.,Textile - Weaving,UNITEDPOLY
Kwality Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,539997
Shiva Granito Export Ltd.,Ceramics-Marble-Granite-Sanitaryware,540072
Titaanium Ten Enterprise Ltd.,Textile,539985
BLS International Services Ltd.,Miscellaneous,BLS
Bazel International Ltd.,Finance - Investment,539946
Prime Fresh Ltd.,Logistics,540404
Diksat Transworld Ltd.,TV Broadcasting &amp; Software Production,540151
KKV Agro Powers Ltd.,Power Generation-Distribution,KKVAPOW
Advance Syntex Ltd.,Textile,539982
TAAL Enterprises Ltd.,Airlines,539956
Digjam Ltd.,Textile - Weaving,DIGJAMLMTD
Lloyds Steels Industries Ltd.,Engineering - Industrial Equipments,LSIL
Confidence Futuristic Energetech Ltd.,Gas Transmission-Marketing,539991
East West Holdings Ltd.,Finance - Investment,540006
Mitsu Chem Plast Ltd.,Plastic Products,540078
Ashari Agencies Ltd.,Finance - Investment,540024
Ladam Affordable Housing Ltd.,Finance - Investment,540026
Radhika Jeweltech Ltd.,Diamond  &amp;  Jewellery,540125
Gujarat Hy-Spin Ltd.,Textile - Spinning,540938
H.G. Infra Engineering Ltd.,Engineering - Construction,HGINFRA
Golden Crest Education &amp; Services Ltd.,Educational Institutions,540062
Aditya Consumer Marketing Ltd.,Retailing,540146
Spicy Entertainment &amp; Media Ltd.,Film Production,540084
Narayani Steels Ltd.,Steel &amp; Iron Products,540080
Veeram Securities Ltd.,Diamond  &amp;  Jewellery,540252
Shashijit Infraprojects Ltd.,Construction - Real Estate,540147
Crown Lifters Ltd.,Miscellaneous,CROWN
SAB Events &amp; Governance Now Media Ltd.,Printing And Publishing,SABEVENTS
Bindal Exports Ltd.,Trading,540148
AVSL Industries Ltd.,Chemicals,AVSL
India Green Reality Ltd.,Construction - Real Estate,540152
RMC Switchgears Ltd.,Electric Equipment,540358
Tiaan Consumer Ltd.,Finance - Investment,540108
Sakar Healthcare Ltd.,Pharmaceuticals &amp; Drugs,SAKAR
Jet Knitwears Ltd.,Textile,JETKNIT
Globe International Carriers Ltd.,Logistics,GICL
Sabrimala Industries India Ltd.,Retailing,540132
Nandani Creation Ltd.,Textile,JAIPURKURT
Aurangabad Distillery Ltd.,Breweries &amp; Distilleries,AURDIS
Pansari Developers Ltd.,Construction - Real Estate,PANSARI
Dhanuka Realty Ltd.,Construction - Real Estate,DRL
Art Nirman Ltd.,Construction - Real Estate,ARTNIRMAN
Aditya Vision Ltd.,Retailing,540205
Tanvi Foods (India) Ltd.,Consumer Food,540332
KMS Medisurgi Ltd.,Medical Equipment-Supplies-Accessories,540468
Mask Investments Ltd.,Finance - Investment,MASKINVEST
Agro Phos India Ltd.,Fertilizers,AGROPHOS
Southern Infosys Ltd.,IT - Software,540174
Franklin Industries Ltd.,Construction - Real Estate,540190
Jet Freight Logistics Ltd.,Logistics,JETFREIGHT
Osiajee Texfab Ltd.,Textile,540198
Euro India Fresh Foods Ltd.,Consumer Food,EIFFL
The Mandhana Retail Ventures Ltd.,Retailing,TMRVL
Libas Consumer Products Ltd.,Textile,LIBAS
Prolife Industries Ltd.,Chemicals,PROLIFE
PSP Projects Ltd.,Construction - Real Estate,PSPPROJECT
IFL Enterprises Ltd.,Trading,540377
Maximus International Ltd.,Trading,540401
GTPL Hathway Ltd.,TV Broadcasting &amp; Software Production,GTPL
Globalspace Technologies Ltd.,IT - Software,540654
Happiest Minds Technologies Ltd.,IT - Software,HAPPSTMNDS
Marg Techno Projects Ltd.,Trading,540254
Chemcrux Enterprises Ltd.,Chemicals,540395
Madhav Copper Ltd.,Metal - Non Ferrous,MCL
Shangar Decor Ltd.,Miscellaneous,540259
Globe Commercials Ltd.,Trading,540266
Dhanvarsha Finvest Ltd.,Finance - Stock Broking,540268
Krishana Phoschem Ltd.,Fertilizers,KRISHANA
Sarthak Metals Ltd.,Metal - Ferrous,SMLT
Pricol Ltd.,Auto Ancillary,PRICOLLTD
Global Education Ltd.,Educational Institutions,GLOBAL
Manomay Tex India Ltd.,Textile - Weaving,540396
Nitiraj Engineers Ltd.,Engineering - Industrial Equipments,NITIRAJ
Salasar Techno Engineering Ltd.,Engineering - Industrial Equipments,SALASAR
Manas Properties Ltd.,Construction - Real Estate,540402
Escorp Asset Management Ltd.,Finance - Asset Management,540455
Octaware Technologies Ltd.,IT - Software,540416
Akash Infra-Projects Ltd.,Engineering - Construction,AKASH
Airan Ltd.,IT - Software,AIRAN
Parmax Pharma Ltd.,Pharmaceuticals &amp; Drugs,540359
Laxmi Cotspin Ltd.,Textile - Spinning,LAXMICOT
Danube Industries Ltd.,Trading,540361
Leading Leasing Finance And Investment Co Ltd.,Finance - NBFC,540360
Starlineps Enterprises Ltd.,Diamond  &amp;  Jewellery,540492
ANG Lifesciences India Ltd.,Pharmaceuticals &amp; Drugs,540694
Ontic Finserve Ltd.,Finance - Others,540386
Focus Lighting &amp; Fixtures Ltd.,Electric Equipment,FOCUS
Creative Newtech Ltd.,Trading,CREATIVE
MK Proteins Ltd.,Solvent  Extraction,MKPL
Dev Information Technology Ltd.,IT - Software,DEVIT
